"ObjectID","Title","ConstituentID","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","URL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"103756","Timeless from the Museum in Progress project With an Open Mind - Tolerance and Diversity","[5564]","(newspapers published September 11 and 17, 2002)","Two lithographs, offset printed","sheet (.a): 18 1/2 x 12 3/8"" (47 x 31.5 cm); sheet (.b): 22 7/16 x 15 3/4"" (57 x 40 cm)","Linda Barth Goldstein Fund","514.2006.363a-b","Print","Drawings & Prints","2006-06-01","N","","","","","47.0","","","31.5","",""
"99346","Popular Print for the Third American Biennial of Graphic Arts in Cali, published in Bandera de El Pueblo, May 6, 1976 (Grabado popular impreso para la III Bienal Americana de Artes Gráficas de Cali, publicado en El Pueblo, 6 de mayo de 1976)","[26617]","1976","Offset lithograph on newsprint","sheet (folded): 22 13/16 x 14 5/16"" (58 x 36.3 cm); sheet (unfolded): 22 13/16 x 30 3/16"" (58 x 76.6 cm)","Gift of the artist","513.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99346","","","","58.0","","","36.3","",""
"149514","Popular Print ""Le Baiser Matinal""","[26617]","1997","Two photostatic prints","Sheet: 9 5/8 x 13 3/16"" (24.5 x 33.5 cm)","Gift of the artist","526.2005.1","Print","Drawings & Prints","2005-06-02","N","","","","","24.5","","","33.5","",""
"192663","Does Discriminate, First Black Women to Picket Chain for Jobs, Brooklyn, New York","[48043]","c. 1940","Gelatin silver print","18 1/4 × 24"" (46.4 × 61 cm)","Acquired through the generosity of Thomas and Susan Dunn","473.2015","Photograph","Photography","2015-05-28","Y","http://www.moma.org/collection/works/192663","","","","46.35509271","","","60.96012192","",""
"8824","Olivetti Lettera 22","[4629]","c. 1953","Lithograph","27 1/2 x 19 3/4"" (69.9 x 50.2 cm)","Gift of the designer","1527.2","Design","Architecture & Design","2000-12-11","Y","http://www.moma.org/collection/works/8824","","","","69.9","","","50.2","",""
"161820","Untitled from the portfolio APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","8 3/4 × 7 5/8"" (22.3 × 19.4 cm)
","Committee on Photography Fund","701.2012.10","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161820","","","","22.3","","","19.4","",""
"76436","WHITE FACED OWL I","[4400]","(May 8-27) 1964","Lithograph, printed in color","composition  25 1/4 x 22 3/8"" (64.2 x 56.8 cm)
sheet  25 1/4 x 22 3/8"" (64.2 x 56.8 cm)","Gift of Kleiner, Bell & Co.","1346.1967","Print","Drawings & Prints","1969-12-04","N","","","","","64.2","","","56.8","",""
"8073","Lehmbruck, Sculpturen und Gemalde","[5228]","1963","Photolithograph","46 1/4 x 33 1/4"" (117.5 x 84.4 cm)","Gift of the artist","762.1963","Design","Architecture & Design","1963-12-10","Y","http://www.moma.org/collection/works/8073","","","","117.5","","","84.4","",""
"172381","SEI ACQUAFORTI ORIGINALI","[5972]","-1959","Portfolio of 6 color etchings and a table of contents with miniatures of the etchings","","Abby Aldrich Rockefeller Fund","43.1965.2","Print","Drawings & Prints","1965-01-12","N","","","","","","","","","",""
"64250","To the Revolution XI","[5564]","1981","Handprinting with pencil additions","composition: 18 13/16"" x 8' 3/4"" (47.8 x 245.8 cm); sheet: 20 1/4"" x 9' 2 3/8"" (51.4 x 280.4 cm)","John B. Turner Fund","198.1984","Print","Drawings & Prints","1984-05-23","Y","http://www.moma.org/collection/works/64250","","","","47.8","","","245.8","",""
"192830","King-Kong en Argentina","[2164]","1968","Lithograph","15 1/2 x 19 5/8"" (39.4 x 49.8 cm)","Anonymous gift","795.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192830","","0.0","","39.37007874","","","49.8475997","",""
"79371","1951-T No. 3","[5665]","1951","Oil on canvas","7' 10"" x 6' 10"" (238.8 x 208.3 cm)","Blanchette Hooker Rockefeller Fund","277.1954","Painting","Painting & Sculpture","1954-09-30","Y","http://www.moma.org/collection/works/79371","","","","238.8","","","208.3","",""
"76428","WHITE LADY","[4400]","(May 4-15) 1964","Lithograph, printed in black","composition  29 3/4 x 22 3/16"" (75.6 x 56.4 cm)
sheet  29 3/4 x 22 3/16"" (75.6 x 56.4 cm)","Gift of Kleiner, Bell & Co.","1344.1967","Print","Drawings & Prints","1969-12-04","N","","","","","75.6","","","56.4","",""
"115871","XO Laptop from the One Laptop per Child (OLPC) project","[33149, 33195, 33372, 33196, 33371, 33373, 33374, 33197, 33200, 27724, 33198, 33199, 33201, 33202, 29036, 27802, 33203]","2005","PC/ABS plastic, rubber, and other materials","9 1/2 x 9 x 1 1/8"" (24.2 x 22.8 x 3 cm)","Gift of Yves Béhar/ fuseproject","446.2008.1","Design","Architecture & Design","2008-05-22","N","","","2.857505715","","24.13004826","","","22.86004572","",""
"172382","SEI ACQUAFORTI ORIGINALI","[5972]","-1959","Portfolio of 6 color etchings and a table of contents with miniatures of the etchings","","Abby Aldrich Rockefeller Fund","43.1965.3","Print","Drawings & Prints","1965-01-12","N","","","","","","","","","",""
"99352","Popular Print for the 9th Biennial of Tokyo, published in Diario del Caribe, October 3, 1974 (Grabado popular impreso para la IX Bienal de Grabados de Tokyo, publicado en Diario del Caribe, 3 de octubre de 1974)","[26617]","1974","Three offset lithographs on newsprint","composition (see child records): dimensions vary; sheet (each, unfolded): 22 11/16 x 29"" (57.7 x 73.6 cm)","Gift of the artist","509.2005.1-3","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99352","","","","0.0","","","0.0","",""
"76444","Variation on a Head II","[4400]","1964","Lithograph","composition (irreg.): 19 1/8 x 20 1/4"" (48.5 x 51.4cm); sheet: 24 15/16 x 21 15/16"" (63.4 x 55.8cm)","Gift of Kleiner, Bell & Co.","1348.1967","Print","Drawings & Prints","1969-12-04","Y","http://www.moma.org/collection/works/76444","","","","48.5","","","51.4","",""
"76234","HEAD AND BLUE","[4400]","(November 14-December 17) 1963","Lithograph, printed in color","irreg composition  28 5/16 x 22 3/16"" (71.9 x 56.3 cm)
sheet  28 9/16 x 22 3/16"" (72.6 x 56.3 cm)","Gift of Kleiner, Bell & Co.","1271.1967","Print","Drawings & Prints","1969-12-04","N","","","","","71.9","","","56.3","",""
"105600","Airborne from Exit 8","[5564]","1998","Screenprint with collage additions from a portfolio of seven screenprints (two with collage additions, two with water color additions), one lithograph, and screenprinted cover","composition (irreg.): 26 5/16 x 20 13/16"" (66.9 x 52.9 cm); sheet: 29 3/4 x 22 1/16"" (75.5 x 56 cm)","Gift of Lee and Ann Fensterstock","136.2007.8","Print","Drawings & Prints","2007-03-07","Y","http://www.moma.org/collection/works/105600","","","","66.9","","","52.9","",""
"51785","Rock Great Eastern No. 2 & Pulpit Rock","[5091]","1868","Albumen silver print","9 × 12 1/4"" (22.9 × 31.1 cm)","Gift of Union Pacific Railroad Company","363.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51785","","","","22.9","","","31.1","",""
"200190","Radio Tower, Moscow, Russia","[4496, 32586]","1998","Inkjet print","61 × 48"" (154.9 × 121.9 cm)","Gift of Elise Jaffe + Jeffrey Brown","120.2016","Architecture","Architecture & Design","2016-02-22","Y","http://www.moma.org/collection/works/200190","","","","154.9403099","","","121.9202438","",""
"172383","SEI ACQUAFORTI ORIGINALI","[5972]","-1959","Portfolio of 6 color etchings and a table of contents with miniatures of the etchings","","Abby Aldrich Rockefeller Fund","43.1965.4","Print","Drawings & Prints","1965-01-12","N","","","","","","","","","",""
"2172","E-Type Roadster","[7515, 7516, 8713]","designed 1961 (this example 1963)","Steel unibody construction with fabric top","48 x 66 x 176"" (121.9 x 167.6 x 447 cm)","Gift of Jaguar Cars","113.1996","Design","Architecture & Design","1996-04-09","Y","http://www.moma.org/collection/works/2172","","447.0409","","121.9202","","","167.6403","",""
"120281","Ooi and Environs","[35538]","1977","Video (color, sound)","1:30 min.","Gift of the artist","1300.1979","Video","Media and Performance","1979-12-31","Y","http://www.moma.org/collection/works/120281","","","","","","","","","90.0"
"16530","JEUX DE TRAMES","[5625]","-1962","11 collagraphs: 10 relief and intaglio printed in color and 1 printed without ink (wrapper); 10 line block reproductions of ""trame"" diagrams; and 1 die-cut ornament repeated 6 times","page  17 15/16 x 14 11/16"" (45 x 37.3 cm)
Prints:  various dimensions.","Gift of The Contemporaries, Inc.","387.1962.1-11","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","45.0","","","37.3","",""
"110367","XO Laptop from the One Laptop per Child (OLPC) project","[33149, 33195, 33372, 33196, 33371, 33373, 33374, 33197, 33200, 27724, 33198, 33199, 33201, 33202, 29036, 27802, 33203]","2005","PC/ABS plastic, rubber, and other materials",".1: 9 1/2 x 9 x 1 1/8"" (24.1 x 22.9 cm, 1 1/8"")
.2: 9 1/2 x 9 x 1 1/8"" (24.1 x 22.9 x 2.9 cm)","Gift of Yves Béhar/ fuseproject","446.2008.1-2","Design","Architecture & Design","2008-05-22","Y","http://www.moma.org/collection/works/110367","","1.125","","24.13004826","","","22.86004572","",""
"110518","Popular Print for the exhibition ""Dreams About Marcel Duchamp"" (Grabado popular impreso para la exhibición ""Sueños con Marcel Duchamp"")","[26617]","1980","Offset lithograph with pencil additions","composition: 7 5/8 x 10 3/16"" (19.4 x 25.8 cm); sheet: 8 3/8 x 10 7/8"" (21.2 x 27.7 cm)","Gift of the artist","519.2005.5","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/110518","","","","19.4","","","25.8","",""
"52463","CHARLES CITY COUNTY, CHARLES CITY, VIRGINIA","[4496]","1975-76","Gelatin silver print","7 1/2 × 9 7/16"" (19.1 × 23.9 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","393.1983","Photograph","Photography","1983-03-24","N","","","","","19.1","","","23.9","",""
"161812","Untitled from the portfolio APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","7 5/16 × 4 15/16"" (18.6 × 12.5 cm)
","Committee on Photography Fund","701.2012.2","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161812","","","","18.6","","","12.5","",""
"51537","UNTITLED (Man and Child In Car)","[2973]","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.7 × 22.3 cm)","Gift of the artist","353.1974","Photograph","Photography","1974-06-04","N","","","","","14.7","","","22.3","",""
"99332","Popular Print for the First International Art Biennial of Buenos Aires","[26617]","2000","Twenty photolithographs","","Gift of the artist","527.2005.1-20","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99332","","","","","","","","",""
"99347","Popular Print ""Arrival of the Arensberg Collection in Venice""","[26617]","1981","Photolithograph","Sheet: 22 13/16 x 28 3/4"" (58 x 73 cm)","Gift of the artist","521.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99347","","","","58.0","","","73.0","",""
"51876","Source of the Laramie River","[5091]","1860-69","Albumen silver print","9 × 12 3/8"" (22.9 × 31.4 cm)","Gift of Union Pacific Railroad Company","367.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51876","","","","22.9","","","31.4","",""
"24959","L'AVANGUARDIA INTERNAZIONALE, Volume 4/L'AVANT-GARDE INTERNATIONALE, Volume 4/THE INTERNATIONAL AVANT-GARDE, Volume 4","[838, 915, 960, 1563, 1578, 1859, 2000, 2177, 2766, 3740, 4302, 4340, 4560, 4677, 5193, 5735, 5823, 5972, 6135, 6541, 24409]","1962.  (Prints executed 1960-1962).","15 etchings (some with soft ground etching, aquatint, and/or drypoint), 2 soft ground etchings (1 with aquatint), 1 drypoint, and 1 collotype, printed in black; and 1 linoleum cut, printed in color","page  11 13/16 x 9 7/16"" (30 x 24 cm)
Prints:  various dimensions.","Gift of Peter H. Deitsch","803.1963.1-20","Illustrated Book","Drawings & Prints","1964-01-07","N","","","","","30.0","","","24.0","",""
"99345","Popular Print for the Exhibition ""Obra Grafica de Álvaro Barrios""","[26617]","1987","Photolithograph","Sheet: 14 1/16 x 22 11/16"" (35.7 x 57.7 cm)","Gift of the artist","525.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99345","","","","35.7","","","57.7","",""
"67497","Dr. Barnard","[7846]","1969","Screenprint","composition: 31 1/4 x 23 7/16"" (79.4 x 59.5cm); sheet: 31 1/8 x 23 9/16"" (79 x 59.8cm)","Frances Keech Fund","351.1998","Print","Drawings & Prints","1998-05-14","Y","http://www.moma.org/collection/works/67497","","","","79.4","","","59.5","",""
"16539","Plate (folio 20 verso) from JEUX DE TRAMES","[5625]","1962","","irreg. composition  9 13/16 x 9 9/16"" (25 x 24.3 cm)","Gift of The Contemporaries, Inc.","387.1962.8","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","25.0","","","24.3","",""
"134495","Window (Fenster)","[402]","1969","Offset lithograph","composition (irreg.): 20 3/16 x 13 7/16"" (51.3 x 34.2 cm); sheet: 23 9/16 x 16 7/16"" (59.8 x 41.8 cm)","Gift of the artist","96.201","Print","Drawings & Prints","2010-03-09","Y","http://www.moma.org/collection/works/134495","","","","51.3","","","34.2","",""
"24968","Plate 18 from L'AVANGUARDIA INTERNAZIONALE, Volume 4/L'AVANT-GARDE INTERNATIONALE, Volume 4/THE INTERNATIONAL AVANT-GARDE, Volume 4","[5972]","1962","Etching, printed in black","plate  5 13/16 x 4 1/2"" (14.8 x 11.4 cm)","Gift of Peter H. Deitsch","803.1963.18","Illustrated Book","Drawings & Prints","1964-01-07","N","","","","","14.8","","","11.4","",""
"169643","El analfabetismo ciega el espíritu - Soldado, instrúyete","[43512]","1936-1937","Lithograph","35 x 24 3/4"" (88.9 x 62.9 cm)","Gift of William P. Mangold","167.1995","Design","Architecture & Design","1995-05-09","Y","http://www.moma.org/collection/works/169643","","","","88.9001778","","","62.86512573","",""
"168081","Voice","[35538]","1963","Iron and sack cloth","37 5/8 x 18 1/2 x 13 3/16"" (95.5 x 47 x 33.5 cm)","Gift of Marie-Josée and Henry R. Kravis","555.2013","Sculpture","Painting & Sculpture","2013-05-20","Y","http://www.moma.org/collection/works/168081","","33.5","","95.5","","","47.0","",""
"80596","Mussel Gatherers at High Tide","[3487]","1937","Oil on canvas","21 1/4 x 31 7/8"" (54 x 81 cm)","James Thrall Soby Bequest","1228.1979","Painting","Painting & Sculpture","1979-12-11","Y","http://www.moma.org/collection/works/80596","","","","54.0","","","81.0","",""
"37539","Notes in Time","[5564]","1979","Cut-and-pasted painted paper, gouache, and pencil on joined sheets of paper","Overall: 20"" x 210' (50.8 x 6400.8 cm)
","Gift of Harriet and Rick Meyer","602.1998.a-x","Drawing","Drawings & Prints","1998-10-29","Y","http://www.moma.org/collection/works/37539","","","","50.8001","","","6400.8","",""
"103469","Untitled from the Museum in Progress project With an Open Mind - Tolerance and Diversity","[402, 31079]","(newspapers published February 25 and 26, 2002)","Two lithographs, offset printed","sheet (.a): 18 1/2 x 12 3/8"" (47 x 31.5 cm); sheet (.b): 22 7/16 x 15 3/4"" (57 x 40 cm)","Linda Barth Goldstein Fund","514.2006.357a-b","Print","Drawings & Prints","2006-06-01","N","","","","","47.0","","","31.5","",""
"16532","Wrapper from JEUX DE TRAMES","[5625]","1962","Collagraph, printed without ink","irreg. composition  17 11/16 x 30"" (45 x 76.3 cm)","Gift of The Contemporaries, Inc.","387.1962.11","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","45.0","","","76.3","",""
"192826","Poster for Renee Cuellar exhibition","[2164]","1963","Lithograph","22 1/2 x 15 1/8"" (57.2 x 38.4 cm)","Anonymous gift","790.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192826","","0.0","","57.1501143","","","38.41757684","",""
"108895","Mundo","[26617]","39002","Magazine with one loose digital print with rubber stamp additions","overall: 12 5/8 x 9 1/8"" (32 x 23.1 cm)","Gift of the artist","92.2007.1","Illustrated Book","Drawings & Prints","2007-03-07","N","","","","","32.0","","","23.1","",""
"16531","Plate (folio 23) from JEUX DE TRAMES","[5625]","1962","","irreg. dia. composition  10 1/16"" (25.6 cm)","Gift of The Contemporaries, Inc.","387.1962.10","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","25.6","","","","",""
